AppId, UserId, TimeStamp, OnBattery, ScreenOn, BatterySaverActive, LowPowerEpochActive, Foreground, InteractivityState, Container, Committed, TimeInMSec, MeasuredBitmap, EnergyLoss, CPUEnergyConsumption, SocEnergyConsumption, DisplayEnergyConsumption, DiskEnergyConsumption, NetworkEnergyConsumption, MBBEnergyConsumption, OtherEnergyConsumption, EmiEnergyConsumption, CPUEnergyConsumptionWorkOnBehalf, CPUEnergyConsumptionAttributed, TotalEnergyConsumption
\Device\HarddiskVolume3\Windows\System32\svchost.exe [AarSvcGroup] [AarSvc], S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [UserManager], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 452, 0, 0, 0, 0, 0, 0, 0, 34, 0, 452
MemCompression, S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 2803, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2814
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [EventLog], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 2838, 0, 0, 0, 0, 0, 0, 0, 221, 0, 2838
\Device\HarddiskVolume3\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe, S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 887, 0, 0, 0, 0, 0, 0, 0, 0, 0, 887
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalService] [CDPSvc], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 116, 0, 0, 0, 0, 0, 0, 0, 10, 39, 116
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [LanmanServer], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [SysMain], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197
\Device\HarddiskVolume3\Program Files\Nexthink\Collector\Coordinator\nxtcoordinator.exe, S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 3, 60
\Device\HarddiskVolume3\Windows\System32\svchost.exe [NetSvcs] [iphlpsvc], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 30, 0, 0, 0, 98, 0, 0, 0, 0, 2, 128
\Device\HarddiskVolume3\Windows\System32\svchost.exe [BthAppGroup] [BluetoothUserService], S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [BthAppGroup] [BluetoothUserService], S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\surfaceservicenulldriver.inf_amd64_5010fd9a6f8fa5e7\SurfaceService.exe, S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31
\Device\HarddiskVolume3\Windows\System32\svchost.exe [wsappx] [AppXSvc], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 50, 0, 0, 0, 0, 0, 0, 0, 1, 0, 50
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [WinHttpAutoProxySvc], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 478, 0, 0, 0, 0, 0, 0, 0, 0, 2, 478
\Device\HarddiskVolume3\Windows\System32\svchost.exe [NetworkService] [CryptSvc], S-1-5-20, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 152, 0, 0, 29, 0, 0, 0, 0, 65, 0, 181
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [AppIDSvc], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [NetworkService] [NlaSvc], S-1-5-20, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 3, 51
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [BDESVC], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [Appinfo], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\hvsimgr.exe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 60004, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalService] [bthserv], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 39, 0, 0, 0, 0, 0, 0, 0, 7, 12, 39
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [lmhosts], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNoNetworkFirewall], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 210, 0, 0, 0, 0, 0, 0, 0, 20, 101, 210
\Device\HarddiskVolume3\Windows\System32\wbem\WmiPrvSE.exe, S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 109, 0, 0, 0, 0, 0, 0, 0, 200, 0, 109
\Device\HarddiskVolume3\Windows\System32\svchost.exe [appmodel] [camsvc], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 853, 0, 0, 0, 0, 0, 0, 0, 1250, 0, 853
\Device\HarddiskVolume3\Windows\System32\wbem\WmiPrvSE.exe, S-1-5-20, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 245, 0, 0, 0, 0, 0, 0, 0, 5081, 3, 245
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [wscsvc], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
\Device\HarddiskVolume3\Windows\CCM\SCNotification.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
\Device\HarddiskVolume3\Windows\CCM\SCNotification.exe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume3\Windows\System32\dllhost.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 73, 0, 0, 2, 0, 0, 0, 0, 35, 0, 75
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalService] [netprofm], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 729, 0, 0, 0, 0, 0, 0, 0, 20, 63, 729
\Device\HarddiskVolume3\Windows\System32\Speech_OneCore\common\SpeechRuntime.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [RmSvc], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume3\Windows\System32\svchost.exe [UnistackSvcGroup] [CDPUserSvc], S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 26, 0, 0, 0, 0, 0, 0, 0, 24, 0, 26
\Device\HarddiskVolume3\Windows\System32\svchost.exe [UnistackSvcGroup] [CDPUserSvc], S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume3\Windows\System32\svchost.exe [appmodel] [StateRepository], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 4489, 0, 0, 2, 0, 0, 0, 0, 1606, 0, 4491
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [TrkWks], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\smartscreen.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 29, 0, 0, 0, 0, 0, 0, 0, 2, 0, 29
\Device\HarddiskVolume3\Windows\System32\svchost.exe [utcsvc], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 2294, 0, 0, 14, 621, 0, 0, 0, 0, 16, 2929
\Device\HarddiskVolume3\Windows\System32\svchost.exe [NetworkService] [LanmanWorkstation], S-1-5-20, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
Microsoft.Windows.Photos_2020.20110.11001.0_x64__8wekyb3d8bbwe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [TabletInputService], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [UmRdpService], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [TokenBroker], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 226, 0, 0, 0, 0, 0, 0, 0, 252, 16, 226
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalService] [EventSystem], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [RPCSS], S-1-5-20, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 7524, 0, 0, 0, 0, 0, 0, 0, 4060, 176, 7524
\Device\HarddiskVolume3\Program Files\Luculent Systems\Bluetooth Tweaker\BtTweakerSvc.exe, S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceAndNoImpersonation] [SCardSvr], S-1-5-19, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 873, 0, 0, 0, 0, 0, 0, 0, 72, 3, 873
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [hvsics], S-1-5-18, 2020-12-14:17:53:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60004, b000000000, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
\Device\HarddiskVolume3\Users\scottcha\AppData\Local\Apps\2.0\C15K71QW.YPG\A6PRB3XG.4R6\move..tion_7b728a49b2b0d019_0001.0005_cab60a8d7bc05604\Moveslink2.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59998, b000000000, 0, 3086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3086
\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.2011.6-0\MsMpEng.exe, S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 2895, 0, 0, 1, 0, 0, 0, 0, 0, 4, 2896
\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 14147, 0, 0, 41, 11010, 0, 0, 0, 0, 96, 25198
\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59998, b000000000, 0, 879, 0, 0, 0, 0, 0, 0, 0, 0, 1, 879
System Interrupts, S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 6067, 71455, 0, 0, 0, 0, 0, 0, 0, 0, 77522
\Device\HarddiskVolume3\Windows\System32\csrss.exe, S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59998, b000000000, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88
\Device\HarddiskVolume3\Windows\CCM\CcmExec.exe, S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 6792, 0, 0, 1141, 121, 0, 0, 0, 11, 240, 8054
\Device\HarddiskVolume3\Windows\System32\vmwp.exe, S-1-5-83-1-1345184531-1216450621-1748305323-4205298097, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 419, 0, 0, 52, 0, 0, 0, 0, 0, 46, 471
\Device\HarddiskVolume3\Windows\System32\vmwp.exe, S-1-5-83-1-38035312-1290844911-4178270645-1559603911, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\svchost.exe [LocalServiceNoNetwork] [DPS], S-1-5-19, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 410, 0, 0, 0, 0, 0, 0, 0, 0, 71, 410
\Device\HarddiskVolume3\Windows\System32\dwm.exe, S-1-5-90-0-1, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 59998, b000000000, 0, 4845, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4845
\Device\HarddiskVolume3\Windows\System32\dwm.exe, S-1-5-90-0-2, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 59998, b000000000, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208
\Device\HarddiskVolume3\Windows\explorer.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59998, b000000000, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 10, 163
\Device\HarddiskVolume3\Windows\explorer.exe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59998, b000000000, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 8, 77
\Device\HarddiskVolume3\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Binn\sqlservr.exe, S-1-5-80-3880006512-4290199581-1648723128-3569869737-3631323133, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 13985, 0, 0, 4, 0, 0, 0, 0, 0, 4, 13989
vmmem, S-1-5-83-1-1345184531-1216450621-1748305323-4205298097, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 10714, 0, 0, 8, 0, 0, 0, 0, 0, 20, 10722
Unknown, S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 0, b000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Microsoft.Windows.ShellExperienceHost_10.0.20279.1_neutral_neutral_cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
Microsoft.Windows.ShellExperienceHost_10.0.20279.1_neutral_neutral_cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59998, b000000000, 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241
Microsoft.Windows.ShellExperienceHost_10.0.20279.1_neutral_neutral_cw5n1h2txyewy, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
MicrosoftWindows.Client.CBS_120.27512.10351.0_x64__cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
MicrosoftWindows.Client.CBS_120.27512.10351.0_x64__cw5n1h2txyewy, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume3\Windows\System32\svchost.exe [DcomLaunch], S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 470, 0, 0, 0, 0, 0, 0, 0, 346, 91, 470
\Device\HarddiskVolume3\Windows\System32\hvsirdpclient.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 59998, b000000000, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 20, 143
\Device\HarddiskVolume3\Windows\System32\hvsirdpclient.exe, S-1-5-21-3210033539-3265524892-1105095863-1006, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59998, b000000000, 0, 751, 0, 0, 0, 0, 0, 0, 0, 0, 16, 751
\Device\HarddiskVolume3\Program Files (x86)\Google\Update\1.3.36.52\GoogleCrashHandler64.exe, S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
\Device\HarddiskVolume3\Windows\System32\LsaIso.exe, S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume3\Windows\System32\SearchProtocolHost.exe, S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
Microsoft.Windows.StartMenuExperienceHost_10.0.20279.1_neutral_neutral_cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
Microsoft.Windows.StartMenuExperienceHost_10.0.20279.1_neutral_neutral_cw5n1h2txyewy, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 59998, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume3\Windows\System32\SearchProtocolHost.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24
\Device\HarddiskVolume3\Windows\System32\svchost.exe [netsvcs] [wuauserv], S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 700, 0, 0, 7, 0, 0, 0, 0, 0, 0, 707
\Device\HarddiskVolume3\Windows\System32\services.exe, S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 2166, 0, 0, 0, 0, 0, 0, 0, 380, 0, 2166
System, S-1-5-18, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59998, b000000000, 0, 9676, 0, 0, 835, 2807, 0, 0, 0, 348, 236, 13318
\Device\HarddiskVolume3\Program Files\PowerToys\PowerToys.exe, S-1-12-1-3773042226-1119254156-4207997322-1205333570, 2020-12-14:17:54:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59998, b000000000, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
